Buffalo,Jan 14 2020,vs Vegas,REG,W, 4-2 , +150,P,6
Buffalo,Jan 16 2020,@ Dallas,REG,W, 4-1 , +175,P,5
Buffalo,Jan 18 2020,@ Nashville,REG,L, 2-1 , +165,U,6
Buffalo,Jan 28 2020,vs Ottawa,REG,L, 5-2 , -200,O,6
Buffalo,Jan 30 2020,vs Montreal,REG,L, 3-1 , +100,U,6
Buffalo,Feb 1 2020,vs Columbus,REG,W, 2-1 , -105,U,5.5
Buffalo,Feb 4 2020,vs Colorado,REG,L, 6-1 , +155,O,6
Buffalo,Feb 6 2020,vs Detroit,REG,L, 4-3 , -220,O,5.5
Buffalo,Feb 7 2020,@ NY Rangers,REG,W, 3-2 , +145,U,6.5
Buffalo,Feb 9 2020,vs Anaheim,REG,L, 3-2 , -120,U,5.5
Buffalo,Feb 11 2020,vs Detroit,REG,W, 3-2 , -200,U,5.5
Buffalo,Feb 13 2020,vs Columbus,REG,W, 4-3 , -110,O,5.5
Buffalo,Feb 16 2020,vs Toronto,REG,W, 5-2 , +125,O,6.5
Buffalo,Feb 18 2020,@ Ottawa,REG,L, 7-4 , -120,O,6
Buffalo,Feb 22 2020,@ Pittsburgh,REG,W, 5-2 , +190,O,6
Buffalo,Feb 23 2020,vs Winnipeg,REG,W, 2-1 , -110,U,6
Buffalo,Feb 26 2020,@ Colorado,REG,L, 3-2 , +170,U,6
Buffalo,Feb 28 2020,@ Vegas,REG,L, 4-2 , +220,P,6
Buffalo,Feb 29 2020,@ Arizona,REG,L, 5-2 , +165,O,5.5
Buffalo,Mar 3 2020,@ Winnipeg,REG,L, 3-1 , +140,U,5.5
Buffalo,Mar 5 2020,vs Pittsburgh,REG,L, 4-2 , +150,P,6
Buffalo,Mar 7 2020,@ Philadelphia,REG,L, 3-1 , +180,U,5.5
Buffalo,Mar 9 2020,vs Washington,REG,W, 3-2 , +135,U,6.5

Calgary,Oct 3 2019,@ Colorado,REG,L, 5-3 , +110,O,6.5
Calgary,Oct 5 2019,vs Vancouver,REG,W, 3-0 , -200,U,6
Calgary,Oct 8 2019,vs Los Angeles,REG,L, 4-3 , -235,O,5.5
Calgary,Oct 10 2019,@ Dallas,REG,W, 3-2 , -105,U,5.5
Calgary,Oct 12 2019,@ Vegas,REG,L, 6-2 , +135,O,6
Calgary,Oct 13 2019,@ San Jose,REG,L, 3-1 , +110,U,6.5
Calgary,Oct 15 2019,vs Philadelphia,REG,W, 3-1 , -145,U,6.5
Calgary,Oct 17 2019,vs Detroit,REG,W, 5-1 , -240,P,6
Calgary,Oct 19 2019,@ Los Angeles,REG,L, 4-1 , -155,U,6
Calgary,Oct 20 2019,@ Anaheim,REG,W, 2-1 , +120,U,5.5
Calgary,Oct 22 2019,vs Washington,REG,L, 5-3 , -120,O,6
Calgary,Oct 24 2019,vs Florida,REG,W, 6-5 , -140,O,6
Calgary,Oct 26 2019,@ Winnipeg,REG,L, 2-1 , -135,U,6
Calgary,Oct 29 2019,@ Carolina,REG,L, 2-1 , +130,U,6
Calgary,Oct 31 2019,@ Nashville,REG,W, 6-5 , +135,O,6
